Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Region,TaxReturnsFiled,EstimatedPopulation,TotalWages
4986,STANDARD,THORNDIKE,ME,PRIMARY,44.57,-69.27,NA-US-ME-THORNDIKE,Northeast,680,"1,251","17,682,514.00"
4862,STANDARD,UNION,ME,PRIMARY,44.21,-69.27,NA-US-ME-UNION,Northeast,"1,803","3,128","54,479,881.00"
4929,STANDARD,DETROIT,ME,PRIMARY,44.79,-69.29,NA-US-ME-DETROIT,Northeast,385,687,"10,304,478.00"
4941,STANDARD,FREEDOM,ME,PRIMARY,44.53,-69.29,NA-US-ME-FREEDOM,Northeast,735,"1,303","20,049,478.00"
4930,STANDARD,DEXTER,ME,PRIMARY,45.01,-69.29,NA-US-ME-DEXTER,Northeast,"1,778","3,161","44,036,280.00"
4949,STANDARD,LIBERTY,ME,PRIMARY,44.38,-69.3,NA-US-ME-LIBERTY,Northeast,450,824,"11,317,144.00"
4852,PO BOX,MONHEGAN,ME,PRIMARY,43.76,-69.32,NA-US-ME-MONHEGAN,Northeast,,,
4547,STANDARD,FRIENDSHIP,ME,PRIMARY,43.98,-69.33,NA-US-ME-FRIENDSHIP,Northeast,541,940,"9,582,395.00"
4988,STANDARD,UNITY,ME,PRIMARY,44.61,-69.33,NA-US-ME-UNITY,Northeast,769,"1,315","20,801,374.00"
4479,STANDARD,SANGERVILLE,ME,PRIMARY,45.16,-69.35,NA-US-ME-SANGERVILLE,Northeast,559,999,"13,883,317.00"
4965,STANDARD,PALMYRA,ME,PRIMARY,44.84,-69.35,NA-US-ME-PALMYRA,Northeast,824,"1,479","22,784,735.00"
4574,STANDARD,WASHINGTON,ME,PRIMARY,44.27,-69.36,NA-US-ME-WASHINGTON,Northeast,701,"1,240","18,333,823.00"
4443,STANDARD,GUILFORD,ME,PRIMARY,45.16,-69.38,NA-US-ME-GUILFORD,Northeast,"1,042","1,899","27,177,881.00"
4967,STANDARD,PITTSFIELD,ME,PRIMARY,44.77,-69.38,NA-US-ME-PITTSFIELD,Northeast,"1,874","3,306","59,644,780.00"
4572,STANDARD,WALDOBORO,ME,PRIMARY,44.09,-69.38,NA-US-ME-WALDOBORO,Northeast,"2,431","4,157","60,192,026.00"
4971,STANDARD,SAINT ALBANS,ME,PRIMARY,44.91,-69.41,NA-US-ME-SAINT ALBANS,Northeast,796,"1,444","21,820,976.00"
4551,STANDARD,BREMEN,ME,PRIMARY,44,-69.42,NA-US-ME-BREMEN,Northeast,349,604,"7,288,001.00"
4922,STANDARD,BURNHAM,ME,PRIMARY,44.69,-69.42,NA-US-ME-BURNHAM,Northeast,482,849,"13,010,081.00"
4910,STANDARD,ALBION,ME,PRIMARY,44.53,-69.44,NA-US-ME-ALBION,Northeast,934,"1,695","30,070,739.00"
4406,STANDARD,ABBOT,ME,PRIMARY,45.18,-69.45,NA-US-ME-ABBOT,Northeast,314,563,"7,932,511.00"
4943,STANDARD,HARTLAND,ME,PRIMARY,44.88,-69.45,NA-US-ME-HARTLAND,Northeast,808,"1,461","23,174,197.00"
4348,STANDARD,JEFFERSON,ME,PRIMARY,44.2,-69.45,NA-US-ME-JEFFERSON,Northeast,"1,300","2,279","38,739,780.00"
4564,STANDARD,ROUND POND,ME,PRIMARY,43.91,-69.46,NA-US-ME-ROUND POND,Northeast,258,422,"6,832,644.00"
4354,STANDARD,PALERMO,ME,PRIMARY,44.4,-69.47,NA-US-ME-PALERMO,Northeast,668,"1,214","20,773,807.00"
4923,STANDARD,CAMBRIDGE,ME,PRIMARY,45.02,-69.47,NA-US-ME-CAMBRIDGE,Northeast,,,
4555,STANDARD,NOBLEBORO,ME,PRIMARY,44.07,-69.48,NA-US-ME-NOBLEBORO,Northeast,857,"1,468","23,928,462.00"
4341,PO BOX,COOPERS MILLS,ME,PRIMARY,44.27,-69.49,NA-US-ME-COOPERS MILLS,Northeast,,,
4541,STANDARD,CHAMBERLAIN,ME,PRIMARY,43.88,-69.49,NA-US-ME-CHAMBERLAIN,Northeast,,,
4464,STANDARD,MONSON,ME,PRIMARY,45.28,-69.5,NA-US-ME-MONSON,Northeast,306,524,"6,471,980.00"
4554,STANDARD,NEW HARBOR,ME,PRIMARY,43.85,-69.5,NA-US-ME-NEW HARBOR,Northeast,419,688,"8,662,439.00"
4539,STANDARD,BRISTOL,ME,PRIMARY,43.95,-69.5,NA-US-ME-BRISTOL,Northeast,525,909,"13,929,514.00"
4927,STANDARD,CLINTON,ME,PRIMARY,44.63,-69.5,NA-US-ME-CLINTON,Northeast,"1,531","2,755","46,796,039.00"
4543,STANDARD,DAMARISCOTTA,ME,PRIMARY,44.03,-69.51,NA-US-ME-DAMARISCOTTA,Northeast,"1,234","1,996","28,687,557.00"
4926,PO BOX,CHINA VILLAGE,ME,PRIMARY,44.47,-69.51,NA-US-ME-CHINA VILLAGE,Northeast,,,
4737,STANDARD,CLAYTON LAKE,ME,PRIMARY,46.61,-69.52,NA-US-ME-CLAYTON LAKE,Northeast,,,
4558,STANDARD,PEMAQUID,ME,PRIMARY,43.89,-69.52,NA-US-ME-PEMAQUID,Northeast,,,
4553,STANDARD,NEWCASTLE,ME,PRIMARY,44.03,-69.53,NA-US-ME-NEWCASTLE,Northeast,983,"1,700","27,738,958.00"
4942,STANDARD,HARMONY,ME,PRIMARY,44.97,-69.54,NA-US-ME-HARMONY,Northeast,422,791,"10,008,361.00"
4901,STANDARD,WATERVILLE,ME,PRIMARY,44.56,-69.55,NA-US-ME-WATERVILLE,Northeast,"10,937","18,306","343,517,918.00"
4573,STANDARD,WALPOLE,ME,PRIMARY,43.94,-69.55,NA-US-ME-WALPOLE,Northeast,,,
4924,STANDARD,CANAAN,ME,PRIMARY,44.76,-69.56,NA-US-ME-CANAAN,Northeast,937,"1,708","28,596,216.00"
4962,STANDARD,NORTH VASSALBORO,ME,PRIMARY,44.48,-69.56,NA-US-ME-NORTH VASSALBORO,Northeast,,,
4568,STANDARD,SOUTH BRISTOL,ME,PRIMARY,43.86,-69.56,NA-US-ME-SOUTH BRISTOL,Northeast,,,
4363,STANDARD,WINDSOR,ME,PRIMARY,44.31,-69.58,NA-US-ME-WINDSOR,Northeast,"1,153","2,013","37,462,998.00"
4358,STANDARD,SOUTH CHINA,ME,PRIMARY,44.39,-69.58,NA-US-ME-SOUTH CHINA,Northeast,"1,879","3,382","66,979,049.00"
4544,STANDARD,EAST BOOTHBAY,ME,PRIMARY,43.82,-69.59,NA-US-ME-EAST BOOTHBAY,Northeast,426,702,"10,978,278.00"
4441,STANDARD,GREENVILLE,ME,PRIMARY,45.46,-69.59,NA-US-ME-GREENVILLE,Northeast,778,"1,328","18,068,232.00"
4535,STANDARD,ALNA,ME,PRIMARY,44.1,-69.6,NA-US-ME-ALNA,Northeast,377,660,"11,489,800.00"
4937,STANDARD,FAIRFIELD,ME,PRIMARY,44.59,-69.6,NA-US-ME-FAIRFIELD,Northeast,"3,020","5,223","100,363,738.00"
4935,PO BOX,EAST VASSALBORO,ME,PRIMARY,44.44,-69.6,NA-US-ME-EAST VASSALBORO,Northeast,,,
4975,PO BOX,SHAWMUT,ME,PRIMARY,44.62,-69.6,NA-US-ME-SHAWMUT,Northeast,,,
4538,STANDARD,BOOTHBAY HARBOR,ME,PRIMARY,43.85,-69.62,NA-US-ME-BOOTHBAY HARBOR,Northeast,"1,119","1,709","25,193,744.00"
4353,STANDARD,WHITEFIELD,ME,PRIMARY,44.17,-69.62,NA-US-ME-WHITEFIELD,Northeast,"1,082","1,935","31,039,376.00"
4549,STANDARD,ISLE OF SPRINGS,ME,PRIMARY,43.89,-69.62,NA-US-ME-ISLE OF SPRINGS,Northeast,,,
4556,STANDARD,EDGECOMB,ME,PRIMARY,43.95,-69.63,NA-US-ME-EDGECOMB,Northeast,634,"1,099","19,028,620.00"
4537,STANDARD,BOOTHBAY,ME,PRIMARY,43.87,-69.63,NA-US-ME-BOOTHBAY,Northeast,"1,090","1,894","28,187,721.00"
4570,PO BOX,SQUIRREL ISLAND,ME,PRIMARY,43.8,-69.63,NA-US-ME-SQUIRREL ISLAND,Northeast,,,
4485,PO BOX,SHIRLEY MILLS,ME,PRIMARY,45.35,-69.63,NA-US-ME-SHIRLEY MILLS,Northeast,,,
4576,STANDARD,SOUTHPORT,ME,PRIMARY,43.84,-69.65,NA-US-ME-SOUTHPORT,Northeast,328,556,"6,274,639.00"
4944,PO BOX,HINCKLEY,ME,PRIMARY,44.67,-69.65,NA-US-ME-HINCKLEY,Northeast,,,
4575,PO BOX,WEST BOOTHBAY HARBOR,ME,PRIMARY,43.85,-69.65,NA-US-ME-WEST BOOTHBAY HARBOR,Northeast,,,
4903,PO BOX,WATERVILLE,ME,PRIMARY,44.54,-69.66,NA-US-ME-WATERVILLE,Northeast,533,818,"17,689,274.00"
4912,STANDARD,ATHENS,ME,PRIMARY,44.92,-69.67,NA-US-ME-ATHENS,Northeast,399,749,"10,332,030.00"
4989,STANDARD,VASSALBORO,ME,PRIMARY,44.45,-69.67,NA-US-ME-VASSALBORO,Northeast,"1,785","3,155","61,183,978.00"
4578,STANDARD,WISCASSET,ME,PRIMARY,44.01,-69.67,NA-US-ME-WISCASSET,Northeast,"2,252","3,806","67,647,961.00"
4571,STANDARD,TREVETT,ME,PRIMARY,43.89,-69.67,NA-US-ME-TREVETT,Northeast,,,
4442,STANDARD,GREENVILLE JUNCTION,ME,PRIMARY,45.47,-69.69,NA-US-ME-GREENVILLE JUNCTION,Northeast,,,
4963,STANDARD,OAKLAND,ME,PRIMARY,44.55,-69.71,NA-US-ME-OAKLAND,Northeast,"3,419","6,062","124,662,938.00"
4976,STANDARD,SKOWHEGAN,ME,PRIMARY,44.77,-69.71,NA-US-ME-SKOWHEGAN,Northeast,"4,356","7,550","135,684,772.00"
4332,PO BOX,AUGUSTA,ME,PRIMARY,44.33,-69.72,NA-US-ME-AUGUSTA,Northeast,458,714,"13,334,620.00"
4342,STANDARD,DRESDEN,ME,PRIMARY,44.1,-69.72,NA-US-ME-DRESDEN,Northeast,796,"1,392","26,918,986.00"
4330,STANDARD,AUGUSTA,ME,PRIMARY,44.33,-69.72,NA-US-ME-AUGUSTA,Northeast,"11,840","19,658","369,684,475.00"
4338,PO BOX,AUGUSTA,ME,PRIMARY,44.33,-69.72,NA-US-ME-AUGUSTA,Northeast,,,
4333,UNIQUE,AUGUSTA,ME,PRIMARY,44.33,-69.72,NA-US-ME-AUGUSTA,Northeast,,,
4336,UNIQUE,AUGUSTA,ME,PRIMARY,44.33,-69.72,NA-US-ME-AUGUSTA,Northeast,,,
4548,STANDARD,GEORGETOWN,ME,PRIMARY,43.8,-69.74,NA-US-ME-GEORGETOWN,Northeast,521,896,"16,086,970.00"
4478,STANDARD,ROCKWOOD,ME,PRIMARY,45.67,-69.74,NA-US-ME-ROCKWOOD,Northeast,,,
4346,STANDARD,RANDOLPH,ME,PRIMARY,44.23,-69.75,NA-US-ME-RANDOLPH,Northeast,835,"1,405","23,470,179.00"
4359,PO BOX,SOUTH GARDINER,ME,PRIMARY,44.17,-69.78,NA-US-ME-SOUTH GARDINER,Northeast,265,453,"8,585,727.00"
4344,STANDARD,FARMINGDALE,ME,PRIMARY,44.25,-69.78,NA-US-ME-FARMINGDALE,Northeast,"1,377","2,379","41,695,168.00"
4579,STANDARD,WOOLWICH,ME,PRIMARY,43.96,-69.78,NA-US-ME-WOOLWICH,Northeast,"1,578","2,830","59,007,952.00"
4345,STANDARD,GARDINER,ME,PRIMARY,44.19,-69.78,NA-US-ME-GARDINER,Northeast,"5,468","9,500","184,977,399.00"
4357,STANDARD,RICHMOND,ME,PRIMARY,44.08,-69.79,NA-US-ME-RICHMOND,Northeast,"1,595","2,834","53,011,853.00"
4957,STANDARD,NORRIDGEWOCK,ME,PRIMARY,44.71,-69.79,NA-US-ME-NORRIDGEWOCK,Northeast,"1,804","3,228","56,371,440.00"
4978,STANDARD,SMITHFIELD,ME,PRIMARY,44.63,-69.8,NA-US-ME-SMITHFIELD,Northeast,476,849,"15,776,382.00"
4562,STANDARD,PHIPPSBURG,ME,PRIMARY,43.82,-69.81,NA-US-ME-PHIPPSBURG,Northeast,"1,024","1,772","32,890,157.00"
4347,STANDARD,HALLOWELL,ME,PRIMARY,44.29,-69.81,NA-US-ME-HALLOWELL,Northeast,"1,346","2,107","43,647,036.00"
4917,STANDARD,BELGRADE,ME,PRIMARY,44.44,-69.83,NA-US-ME-BELGRADE,Northeast,"1,461","2,621","56,737,602.00"
4530,STANDARD,BATH,ME,PRIMARY,43.93,-69.83,NA-US-ME-BATH,Northeast,"5,545","9,208","182,046,202.00"
4565,PO BOX,SEBASCO ESTATES,ME,PRIMARY,43.77,-69.84,NA-US-ME-SEBASCO ESTATES,Northeast,,,
4918,STANDARD,BELGRADE LAKES,ME,PRIMARY,44.51,-69.84,NA-US-ME-BELGRADE LAKES,Northeast,,,
4979,STANDARD,SOLON,ME,PRIMARY,44.94,-69.85,NA-US-ME-SOLON,Northeast,453,781,"11,305,400.00"
4351,STANDARD,MANCHESTER,ME,PRIMARY,44.32,-69.86,NA-US-ME-MANCHESTER,Northeast,"1,364","2,445","62,981,448.00"
4920,STANDARD,BINGHAM,ME,PRIMARY,45.05,-69.87,NA-US-ME-BINGHAM,Northeast,705,"1,204","14,763,726.00"
4911,STANDARD,ANSON,ME,PRIMARY,44.79,-69.88,NA-US-ME-ANSON,Northeast,875,"1,529","22,383,467.00"
4950,STANDARD,MADISON,ME,PRIMARY,44.79,-69.88,NA-US-ME-MADISON,Northeast,"1,845","3,268","56,725,306.00"
4008,STANDARD,BOWDOINHAM,ME,PRIMARY,44.01,-69.89,NA-US-ME-BOWDOINHAM,Northeast,"1,503","2,627","54,773,431.00"
4343,PO BOX,EAST WINTHROP,ME,PRIMARY,44.33,-69.9,NA-US-ME-EAST WINTHROP,Northeast,,,
4958,STANDARD,NORTH ANSON,ME,PRIMARY,44.95,-69.94,NA-US-ME-NORTH ANSON,Northeast,753,"1,359","20,159,688.00"
4086,STANDARD,TOPSHAM,ME,PRIMARY,43.93,-69.94,NA-US-ME-TOPSHAM,Northeast,"4,661","8,014","167,125,397.00"
2650,STANDARD,NORTH CHATHAM,MA,PRIMARY,41.7,-69.95,NA-US-MA-NORTH CHATHAM,Northeast,558,861,"16,776,743.00"
2642,STANDARD,EASTHAM,MA,PRIMARY,41.83,-69.96,NA-US-MA-EASTHAM,Northeast,"2,061","3,336","55,048,701.00"
2633,STANDARD,CHATHAM,MA,PRIMARY,41.67,-69.96,NA-US-MA-CHATHAM,Northeast,"2,191","3,482","67,503,884.00"
4066,STANDARD,ORRS ISLAND,ME,PRIMARY,43.77,-69.96,NA-US-ME-ORRS ISLAND,Northeast,321,517,"9,293,880.00"
4355,STANDARD,READFIELD,ME,PRIMARY,44.38,-69.96,NA-US-ME-READFIELD,Northeast,"1,237","2,235","48,080,336.00"
4350,STANDARD,LITCHFIELD,ME,PRIMARY,44.13,-69.96,NA-US-ME-LITCHFIELD,Northeast,"1,677","2,964","56,698,317.00"
4364,STANDARD,WINTHROP,ME,PRIMARY,44.31,-69.96,NA-US-ME-WINTHROP,Northeast,"2,892","5,014","108,279,671.00"
4011,STANDARD,BRUNSWICK,ME,PRIMARY,43.91,-69.96,NA-US-ME-BRUNSWICK,Northeast,"9,902","16,573","358,823,972.00"
2651,PO BOX,NORTH EASTHAM,MA,PRIMARY,41.84,-69.97,NA-US-MA-NORTH EASTHAM,Northeast,985,"1,499","21,744,173.00"
4985,STANDARD,WEST FORKS,ME,PRIMARY,45.42,-69.97,NA-US-ME-WEST FORKS,Northeast,,,
2663,PO BOX,SOUTH WELLFLEET,MA,PRIMARY,41.89,-69.98,NA-US-MA-SOUTH WELLFLEET,Northeast,344,539,"6,973,313.00"
2643,PO BOX,EAST ORLEANS,MA,PRIMARY,41.74,-69.98,NA-US-MA-EAST ORLEANS,Northeast,661,"1,081","26,076,809.00"
4352,STANDARD,MOUNT VERNON,ME,PRIMARY,44.5,-69.98,NA-US-ME-MOUNT VERNON,Northeast,753,"1,307","25,438,393.00"
4079,STANDARD,HARPSWELL,ME,PRIMARY,43.8,-69.98,NA-US-ME-HARPSWELL,Northeast,"2,020","3,440","72,073,742.00"
4360,STANDARD,VIENNA,ME,PRIMARY,44.53,-69.98,NA-US-ME-VIENNA,Northeast,,,
2669,PO BOX,WEST CHATHAM,MA,PRIMARY,41.68,-69.99,NA-US-MA-WEST CHATHAM,Northeast,453,706,"13,356,462.00"
2662,PO BOX,SOUTH ORLEANS,MA,PRIMARY,41.75,-69.99,NA-US-MA-SOUTH ORLEANS,Northeast,518,840,"17,204,775.00"
4003,STANDARD,BAILEY ISLAND,ME,PRIMARY,43.73,-69.99,NA-US-ME-BAILEY ISLAND,Northeast,,,
4925,STANDARD,CARATUNK,ME,PRIMARY,45.23,-69.99,NA-US-ME-CARATUNK,Northeast,,,
2653,STANDARD,ORLEANS,MA,PRIMARY,41.79,-70,NA-US-MA-ORLEANS,Northeast,"2,891","4,418","80,664,330.00"
2564,PO BOX,SIASCONSET,MA,PRIMARY,41.27,-70,NA-US-MA-SIASCONSET,Northeast,,,
4955,STANDARD,NEW SHARON,ME,PRIMARY,44.63,-70.01,NA-US-ME-NEW SHARON,Northeast,640,"1,139","19,822,352.00"
4259,STANDARD,MONMOUTH,ME,PRIMARY,44.23,-70.01,NA-US-ME-MONMOUTH,Northeast,"1,488","2,764","54,751,262.00"
2659,STANDARD,SOUTH CHATHAM,MA,PRIMARY,41.68,-70.02,NA-US-MA-SOUTH CHATHAM,Northeast,594,985,"16,124,247.00"
4287,STANDARD,BOWDOIN,ME,PRIMARY,44.04,-70.02,NA-US-ME-BOWDOIN,Northeast,"1,395","2,575","50,736,958.00"
2667,STANDARD,WELLFLEET,MA,PRIMARY,41.93,-70.03,NA-US-MA-WELLFLEET,Northeast,"1,406","2,145","34,818,321.00"
2661,PO BOX,SOUTH HARWICH,MA,PRIMARY,41.67,-70.04,NA-US-MA-SOUTH HARWICH,Northeast,,,
4265,STANDARD,NORTH MONMOUTH,ME,PRIMARY,44.27,-70.05,NA-US-ME-NORTH MONMOUTH,Northeast,446,805,"16,113,071.00"
4252,STANDARD,LISBON FALLS,ME,PRIMARY,44,-70.05,NA-US-ME-LISBON FALLS,Northeast,"2,346","4,079","79,581,150.00"
2666,PO BOX,TRURO,MA,PRIMARY,42,-70.06,NA-US-MA-TRURO,Northeast,700,"1,015","20,490,976.00"
2646,STANDARD,HARWICH PORT,MA,PRIMARY,41.66,-70.06,NA-US-MA-HARWICH PORT,Northeast,"1,133","1,742","28,564,508.00"
4284,STANDARD,WAYNE,ME,PRIMARY,44.34,-70.06,NA-US-ME-WAYNE,Northeast,580,"1,002","20,329,983.00"
2645,STANDARD,HARWICH,MA,PRIMARY,41.69,-70.07,NA-US-MA-HARWICH,Northeast,"5,012","8,325","158,723,223.00"
4349,STANDARD,KENTS HILL,ME,PRIMARY,44.43,-70.07,NA-US-ME-KENTS HILL,Northeast,618,"1,108","21,331,668.00"
4940,PO BOX,FARMINGTON FALLS,ME,PRIMARY,44.62,-70.07,NA-US-ME-FARMINGTON FALLS,Northeast,,,
4013,STANDARD,BUSTINS ISLAND,ME,PRIMARY,43.79,-70.07,NA-US-ME-BUSTINS ISLAND,Northeast,,,
2631,STANDARD,BREWSTER,MA,PRIMARY,41.76,-70.08,NA-US-MA-BREWSTER,Northeast,"5,179","8,575","167,998,522.00"
4961,STANDARD,NEW PORTLAND,ME,PRIMARY,45.01,-70.08,NA-US-ME-NEW PORTLAND,Northeast,372,620,"8,824,990.00"
2652,PO BOX,NORTH TRURO,MA,PRIMARY,42.04,-70.09,NA-US-MA-NORTH TRURO,Northeast,461,718,"11,258,057.00"
4954,PO BOX,NEW PORTLAND,ME,PRIMARY,44.88,-70.09,NA-US-ME-NEW PORTLAND,Northeast,,,
2584,PO BOX,NANTUCKET,MA,PRIMARY,41.27,-70.1,NA-US-MA-NANTUCKET,Northeast,"1,034","1,700","46,938,856.00"
2554,STANDARD,NANTUCKET,MA,PRIMARY,41.27,-70.1,NA-US-MA-NANTUCKET,Northeast,"5,048","7,752","195,641,777.00"
4078,PO BOX,SOUTH FREEPORT,ME,PRIMARY,43.86,-70.1,NA-US-ME-SOUTH FREEPORT,Northeast,309,539,"20,133,467.00"
4280,STANDARD,SABATTUS,ME,PRIMARY,44.11,-70.1,NA-US-ME-SABATTUS,Northeast,"3,227","5,668","110,498,054.00"
4032,STANDARD,FREEPORT,ME,PRIMARY,43.85,-70.1,NA-US-ME-FREEPORT,Northeast,"3,691","6,497","167,402,860.00"
4019,PO BOX,CLIFF ISLAND,ME,PRIMARY,43.69,-70.1,NA-US-ME-CLIFF ISLAND,Northeast,,,
4033,UNIQUE,FREEPORT,ME,PRIMARY,43.85,-70.1,NA-US-ME-FREEPORT,Northeast,,,
4034,UNIQUE,FREEPORT,ME,PRIMARY,43.85,-70.1,NA-US-ME-FREEPORT,Northeast,,,
2671,STANDARD,WEST HARWICH,MA,PRIMARY,41.67,-70.11,NA-US-MA-WEST HARWICH,Northeast,631,971,"15,886,662.00"
4017,STANDARD,CHEBEAGUE ISLAND,ME,PRIMARY,43.73,-70.11,NA-US-ME-CHEBEAGUE ISLAND,Northeast,,,
4956,STANDARD,NEW VINEYARD,ME,PRIMARY,44.8,-70.12,NA-US-ME-NEW VINEYARD,Northeast,310,546,"8,730,231.00"
4263,STANDARD,LEEDS,ME,PRIMARY,44.3,-70.12,NA-US-ME-LEEDS,Northeast,"1,002","1,835","34,344,835.00"
4250,STANDARD,LISBON,ME,PRIMARY,44.01,-70.12,NA-US-ME-LISBON,Northeast,"2,016","3,509","66,003,747.00"
4222,STANDARD,DURHAM,ME,PRIMARY,43.92,-70.12,NA-US-ME-DURHAM,Northeast,"1,879","3,415","83,557,607.00"
4228,STANDARD,EAST LIVERMORE,ME,PRIMARY,44.39,-70.12,NA-US-ME-EAST LIVERMORE,Northeast,,,
2639,STANDARD,DENNIS PORT,MA,PRIMARY,41.66,-70.13,NA-US-MA-DENNIS PORT,Northeast,"1,787","2,683","41,536,390.00"
4236,STANDARD,GREENE,ME,PRIMARY,44.18,-70.14,NA-US-ME-GREENE,Northeast,"2,038","3,669","78,392,180.00"
4938,STANDARD,FARMINGTON,ME,PRIMARY,44.66,-70.14,NA-US-ME-FARMINGTON,Northeast,"3,331","5,726","102,075,114.00"
2641,PO BOX,EAST DENNIS,MA,PRIMARY,41.74,-70.15,NA-US-MA-EAST DENNIS,Northeast,856,"1,381","24,197,920.00"
2660,STANDARD,SOUTH DENNIS,MA,PRIMARY,41.7,-70.15,NA-US-MA-SOUTH DENNIS,Northeast,"3,220","5,219","96,872,076.00"
4947,STANDARD,KINGFIELD,ME,PRIMARY,44.95,-70.15,NA-US-ME-KINGFIELD,Northeast,861,"1,429","26,656,502.00"
4050,STANDARD,LONG ISLAND,ME,PRIMARY,43.69,-70.15,NA-US-ME-LONG ISLAND,Northeast,,,
2670,STANDARD,WEST DENNIS,MA,PRIMARY,41.66,-70.16,NA-US-MA-WEST DENNIS,Northeast,882,"1,294","20,668,944.00"
4992,PO BOX,WEST FARMINGTON,ME,PRIMARY,44.63,-70.16,NA-US-ME-WEST FARMINGTON,Northeast,292,476,"6,431,200.00"
4241,PO BOX,LEWISTON,ME,PRIMARY,44.08,-70.17,NA-US-ME-LEWISTON,Northeast,286,462,"8,850,090.00"
4243,PO BOX,LEWISTON,ME,PRIMARY,44.08,-70.17,NA-US-ME-LEWISTON,Northeast,463,724,"10,758,825.00"
4240,STANDARD,LEWISTON,ME,PRIMARY,44.08,-70.17,NA-US-ME-LEWISTON,Northeast,"14,645","24,211","437,369,126.00"
4108,STANDARD,PEAKS ISLAND,ME,PRIMARY,43.66,-70.18,NA-US-ME-PEAKS ISLAND,Northeast,463,759,"13,640,514.00"
4069,STANDARD,POWNAL,ME,PRIMARY,43.89,-70.18,NA-US-ME-POWNAL,Northeast,725,"1,289","30,536,221.00"
4254,STANDARD,LIVERMORE FALLS,ME,PRIMARY,44.47,-70.18,NA-US-ME-LIVERMORE FALLS,Northeast,"1,291","2,249","33,489,875.00"
4234,PO BOX,EAST WILTON,ME,PRIMARY,44.61,-70.18,NA-US-ME-EAST WILTON,Northeast,,,
2638,STANDARD,DENNIS,MA,PRIMARY,41.73,-70.2,NA-US-MA-DENNIS,Northeast,"1,804","2,894","54,843,853.00"
2657,STANDARD,PROVINCETOWN,MA,PRIMARY,42.06,-70.2,NA-US-MA-PROVINCETOWN,Northeast,"2,474","3,084","60,762,345.00"
2664,STANDARD,SOUTH YARMOUTH,MA,PRIMARY,41.67,-70.2,NA-US-MA-SOUTH YARMOUTH,Northeast,"5,288","8,289","139,298,590.00"
4110,STANDARD,CUMBERLAND FORESIDE,ME,PRIMARY,43.75,-70.2,NA-US-ME-CUMBERLAND FORESIDE,Northeast,702,"1,257","57,180,261.00"
4096,STANDARD,YARMOUTH,ME,PRIMARY,43.79,-70.2,NA-US-ME-YARMOUTH,Northeast,"4,405","7,622","238,817,636.00"
4107,STANDARD,CAPE ELIZABETH,ME,PRIMARY,43.56,-70.2,NA-US-ME-CAPE ELIZABETH,Northeast,"4,610","8,393","318,066,071.00"
4239,STANDARD,JAY,ME,PRIMARY,44.5,-70.21,NA-US-ME-JAY,Northeast,"2,122","3,759","69,849,191.00"
4097,STANDARD,NORTH YARMOUTH,ME,PRIMARY,43.84,-70.21,NA-US-ME-NORTH YARMOUTH,Northeast,"1,731","3,254","91,728,523.00"
4262,PO BOX,NORTH JAY,ME,PRIMARY,44.53,-70.21,NA-US-ME-NORTH JAY,Northeast,,,
2675,STANDARD,YARMOUTH PORT,MA,PRIMARY,41.7,-70.22,NA-US-MA-YARMOUTH PORT,Northeast,"3,653","5,862","122,435,703.00"
4984,STANDARD,TEMPLE,ME,PRIMARY,44.68,-70.22,NA-US-ME-TEMPLE,Northeast,257,450,"6,830,413.00"
4983,STANDARD,STRONG,ME,PRIMARY,44.8,-70.22,NA-US-ME-STRONG,Northeast,743,"1,338","20,397,979.00"
4294,STANDARD,WILTON,ME,PRIMARY,44.59,-70.23,NA-US-ME-WILTON,Northeast,"1,551","2,806","51,549,205.00"
2637,PO BOX,CUMMAQUID,MA,PRIMARY,41.7,-70.24,NA-US-MA-CUMMAQUID,Northeast,336,549,"11,898,969.00"
2673,STANDARD,WEST YARMOUTH,MA,PRIMARY,41.65,-70.24,NA-US-MA-WEST YARMOUTH,Northeast,"4,460","6,986","125,350,712.00"
4212,PO BOX,AUBURN,ME,PRIMARY,44.08,-70.24,NA-US-ME-AUBURN,Northeast,333,517,"8,938,427.00"
4211,PO BOX,AUBURN,ME,PRIMARY,44.08,-70.24,NA-US-ME-AUBURN,Northeast,312,514,"11,483,729.00"
4253,STANDARD,LIVERMORE,ME,PRIMARY,44.33,-70.24,NA-US-ME-LIVERMORE,Northeast,983,"1,754","33,162,661.00"
4210,STANDARD,AUBURN,ME,PRIMARY,44.08,-70.24,NA-US-ME-AUBURN,Northeast,"10,214","17,123","356,175,520.00"
4105,STANDARD,FALMOUTH,ME,PRIMARY,43.72,-70.24,NA-US-ME-FALMOUTH,Northeast,"5,517","9,991","395,455,849.00"
4945,STANDARD,JACKMAN,ME,PRIMARY,45.62,-70.25,NA-US-ME-JACKMAN,Northeast,559,981,"16,508,758.00"
4112,PO BOX,PORTLAND,ME,PRIMARY,43.66,-70.25,NA-US-ME-PORTLAND,Northeast,592,826,"18,964,841.00"
4104,PO BOX,PORTLAND,ME,PRIMARY,43.66,-70.25,NA-US-ME-PORTLAND,Northeast,"1,231","1,758","35,460,388.00"
4282,STANDARD,TURNER,ME,PRIMARY,44.25,-70.25,NA-US-ME-TURNER,Northeast,"2,503","4,579","103,303,830.00"
